image,min_temp,max_temp,center_temp,point_temp,units
IMG_0071.bmp,20.5,23.7,21.9,21.885826771653544,C
IMG_0072.bmp,20.1,28.9,21.1,22.31732283464567,C
IMG_0073.bmp,19.8,28.2,21.0,22.313385826771654,C
IMG_0074.bmp,19.8,29.6,21.1,22.65511811023622,C
IMG_0075.bmp,19.7,29.4,21.2,22.64055118110236,C
IMG_0076.bmp,19.9,29.3,21.2,22.93464566929134,C
IMG_0077.bmp,19.7,29.8,21.4,23.000393700787402,C
IMG_0078.bmp,19.9,30.2,21.3,23.5496062992126,C
IMG_0079.bmp,19.9,30.5,21.2,23.614173228346456,C
IMG_0080.bmp,19.7,29.9,21.3,23.55511811023622,C
IMG_0081.bmp,19.9,29.9,21.7,23.640157480314958,C
IMG_0082.bmp,19.8,30.7,21.7,24.777952755905513,C
IMG_0083.bmp,19.7,29.7,21.4,24.66062992125984,C
IMG_0084.bmp,19.9,30.6,21.5,24.575984251968503,C
IMG_0085.bmp,19.5,30.4,21.5,24.821259842519684,C
IMG_0086.bmp,19.7,30.7,20.9,24.853543307086614,C
IMG_0087.bmp,19.8,30.5,21.0,25.19212598425197,C
IMG_0088.bmp,19.8,30.3,21.1,25.174015748031497,C
IMG_0089.bmp,19.8,30.7,21.3,25.121259842519684,C
IMG_0090.bmp,19.7,29.9,21.1,24.96062992125984,C
IMG_0091.bmp,19.8,29.9,21.2,25.24763779527559,C
IMG_0092.bmp,20.6,23.7,22.0,21.85708661417323,C
IMG_0093.bmp,19.7,28.3,20.7,22.273228346456694,C
IMG_0094.bmp,19.5,29.2,20.7,22.364173228346456,C
IMG_0095.bmp,19.7,28.5,20.7,22.263779527559056,C
IMG_0096.bmp,19.7,28.4,20.8,22.40590551181102,C
IMG_0097.bmp,19.8,29.0,20.9,22.69763779527559,C
IMG_0098.bmp,19.9,30.5,20.9,23.28031496062992,C
IMG_0099.bmp,19.7,29.6,20.7,23.12992125984252,C
IMG_0100.bmp,19.7,29.7,20.9,23.518897637795273,C
IMG_0101.bmp,19.8,30.2,20.9,23.935433070866143,C
IMG_0102.bmp,19.9,29.9,20.6,23.91574803149606,C
IMG_0103.bmp,19.7,30.0,20.7,23.876771653543308,C
IMG_0104.bmp,19.5,29.7,20.9,23.837007874015747,C
IMG_0105.bmp,19.7,29.9,20.9,23.876377952755902,C
IMG_0106.bmp,19.5,29.7,21.0,23.43543307086614,C
IMG_0107.bmp,19.5,29.9,20.9,23.348818897637795,C
IMG_0108.bmp,19.5,29.2,20.7,23.12795275590551,C
IMG_0109.bmp,19.7,30.0,21.1,23.674015748031493,C
IMG_0110.bmp,19.2,29.7,20.9,23.499212598425196,C
IMG_0111.bmp,19.7,29.9,20.9,23.675590551181102,C
IMG_0112.bmp,19.7,29.0,20.8,24.05708661417323,C
IMG_0113.bmp,19.8,29.4,20.7,23.69291338582677,C
