image,min_temp,max_temp,center_temp,point_temp,units
IMG_0001.bmp,18.2,27.5,23.4,21.714960629921258,C
IMG_0002.bmp,17.8,28.4,20.5,21.30551181102362,C
IMG_0003.bmp,17.9,30.1,19.7,20.637795275590552,C
IMG_0004.bmp,17.9,34.2,20.2,19.568503937007872,C
IMG_0005.bmp,17.5,29.9,20.2,20.722047244094487,C
IMG_0006.bmp,18.3,33.3,20.4,20.366929133858267,C
IMG_0007.bmp,17.5,34.1,22.0,21.748031496062993,C
IMG_0008.bmp,17.4,31.5,19.5,20.175590551181102,C
IMG_0009.bmp,17.5,30.8,20.1,21.531889763779528,C
IMG_0010.bmp,17.2,30.1,20.9,22.126377952755906,C
IMG_0011.bmp,17.2,31.0,21.4,23.230708661417324,C
IMG_0012.bmp,17.3,29.9,22.0,23.6992125984252,C
IMG_0013.bmp,17.2,32.0,22.3,25.823622047244093,C
IMG_0014.bmp,17.2,32.1,22.8,26.703149606299213,C
IMG_0015.bmp,17.3,32.0,23.1,26.61771653543307,C
IMG_0016.bmp,17.0,31.5,23.2,27.275590551181104,C
IMG_0017.bmp,17.2,31.8,23.3,27.431496062992125,C
IMG_0018.bmp,17.0,31.6,23.6,28.151181102362205,C
IMG_0019.bmp,17.2,30.5,23.9,27.305905511811023,C
IMG_0020.bmp,17.2,30.5,23.8,27.829527559055116,C
IMG_0021.bmp,17.3,32.2,24.0,29.38425196850394,C
IMG_0022.bmp,17.0,31.2,23.7,28.57244094488189,C
IMG_0023.bmp,17.0,31.9,23.9,28.614960629921256,C
IMG_0024.bmp,17.0,30.9,24.0,27.89015748031496,C
IMG_0025.bmp,17.0,30.0,24.1,26.724409448818896,C
IMG_0026.bmp,17.2,32.0,24.2,29.669291338582674,C
IMG_0027.bmp,16.9,31.9,24.1,29.774015748031495,C
IMG_0028.bmp,17.0,32.8,24.1,29.93858267716535,C
IMG_0029.bmp,17.2,34.2,22.5,24.82992125984252,C
