image,min_temp,max_temp,center_temp,point_temp,units
IMG_0002.bmp,21.2,32.2,22.2,22.715748031496062,C
IMG_0003.bmp,20.9,28.9,21.7,22.947244094488187,C
IMG_0004.bmp,20.7,29.4,22.5,23.74842519685039,C
IMG_0005.bmp,20.6,31.0,22.7,25.22677165354331,C
IMG_0006.bmp,20.5,31.0,22.9,25.584645669291337,C
IMG_0007.bmp,20.5,31.1,22.9,26.092125984251968,C
IMG_0008.bmp,20.4,30.6,22.7,26.22283464566929,C
IMG_0009.bmp,20.2,31.8,23.2,28.785826771653543,C
IMG_0010.bmp,20.2,31.1,23.5,28.782677165354333,C
IMG_0011.bmp,19.9,31.7,23.8,27.79763779527559,C
IMG_0012.bmp,19.9,30.9,23.7,27.088976377952754,C
IMG_0013.bmp,19.8,31.8,23.2,29.53228346456693,C
IMG_0014.bmp,19.9,31.2,23.5,29.109055118110234,C
IMG_0015.bmp,19.7,31.9,23.6,29.21023622047244,C
IMG_0016.bmp,19.8,31.9,23.2,29.565748031496064,C
IMG_0017.bmp,19.8,31.9,23.4,27.803149606299215,C
IMG_0018.bmp,19.9,32.2,23.5,28.66496062992126,C
IMG_0019.bmp,19.9,32.0,23.2,28.141338582677164,C
IMG_0020.bmp,19.9,32.2,23.5,30.31141732283465,C
IMG_0021.bmp,19.8,31.6,23.4,29.555905511811027,C
IMG_0022.bmp,19.9,30.9,23.6,29.254330708661417,C
IMG_0023.bmp,19.8,32.2,23.5,30.491338582677166,C
IMG_0024.bmp,20.7,31.2,22.2,23.63503937007874,C
IMG_0025.bmp,19.9,31.2,20.7,23.014173228346454,C
IMG_0026.bmp,19.8,30.4,21.2,23.263779527559056,C
IMG_0027.bmp,19.9,30.9,20.9,23.884251968503936,C
IMG_0028.bmp,19.9,31.2,21.4,24.83818897637795,C
IMG_0029.bmp,19.9,31.1,21.7,24.838582677165356,C
IMG_0030.bmp,19.7,31.3,21.5,24.81496062992126,C
IMG_0031.bmp,19.9,31.6,21.7,25.842125984251968,C
IMG_0032.bmp,19.5,31.4,21.5,25.63740157480315,C
IMG_0033.bmp,19.5,31.4,21.7,26.48070866141732,C
IMG_0034.bmp,19.8,30.4,21.7,25.433858267716538,C
IMG_0035.bmp,19.7,31.1,21.5,25.22047244094488,C
IMG_0036.bmp,19.9,30.1,21.9,25.64251968503937,C
IMG_0037.bmp,19.5,30.0,21.6,24.956692913385826,C
IMG_0038.bmp,19.7,31.3,21.7,24.951968503937007,C
IMG_0039.bmp,19.5,30.8,21.4,24.794094488188975,C
IMG_0040.bmp,19.7,30.5,21.7,24.759842519685037,C
IMG_0041.bmp,19.7,31.6,21.9,26.7744094488189,C
IMG_0042.bmp,19.5,30.9,21.7,25.24488188976378,C
IMG_0043.bmp,19.5,31.1,21.7,24.706299212598424,C
IMG_0044.bmp,19.7,31.0,21.9,27.35196850393701,C
IMG_0045.bmp,19.5,30.9,21.3,27.219685039370077,C
IMG_0046.bmp,20.2,24.9,22.2,21.95787401574803,C
IMG_0047.bmp,19.7,29.9,20.8,22.109448818897636,C
IMG_0048.bmp,19.7,31.0,21.9,23.970866141732284,C
IMG_0049.bmp,19.5,30.8,22.1,24.43818897637795,C
IMG_0050.bmp,19.7,31.2,22.4,25.178346456692914,C
IMG_0051.bmp,19.2,30.7,22.9,25.312204724409447,C
IMG_0052.bmp,19.2,30.2,23.2,25.08976377952756,C
IMG_0053.bmp,19.5,31.0,23.3,26.834645669291337,C
IMG_0054.bmp,19.5,30.7,23.3,25.80551181102362,C
IMG_0055.bmp,19.4,31.2,23.9,26.2755905511811,C
IMG_0056.bmp,19.7,31.8,24.4,27.988976377952756,C
IMG_0057.bmp,19.4,31.4,24.9,28.47086614173228,C
IMG_0058.bmp,19.7,31.0,24.0,26.64015748031496,C
IMG_0059.bmp,19.4,31.0,24.5,26.61574803149606,C
IMG_0060.bmp,19.4,31.7,25.3,26.90590551181102,C
IMG_0061.bmp,19.5,31.2,25.5,27.42283464566929,C
IMG_0062.bmp,19.5,31.4,25.3,28.401574803149607,C
IMG_0063.bmp,19.7,30.9,25.7,28.298425196850392,C
IMG_0064.bmp,19.5,31.2,25.0,27.42283464566929,C
IMG_0065.bmp,19.5,30.5,24.5,26.125984251968504,C
IMG_0066.bmp,19.2,31.5,25.9,28.88503937007874,C
IMG_0067.bmp,19.5,31.3,25.5,26.793700787401576,C
IMG_0068.bmp,22.6,23.9,23.7,23.15275590551181,C
IMG_0069.bmp,21.5,31.0,22.8,24.19291338582677,C
IMG_0070.bmp,21.2,30.5,23.0,24.458661417322833,C
IMG_0071.bmp,21.4,30.3,23.3,24.974015748031494,C
IMG_0072.bmp,21.2,29.7,23.2,25.249212598425196,C
IMG_0073.bmp,21.1,31.0,23.0,26.088976377952758,C
IMG_0074.bmp,21.2,31.2,22.9,26.00314960629921,C
IMG_0075.bmp,21.1,31.2,22.4,26.706692913385826,C
IMG_0076.bmp,20.5,31.2,22.4,25.976377952755904,C
IMG_0077.bmp,20.6,28.7,22.2,25.542913385826772,C
IMG_0078.bmp,20.6,31.5,22.0,26.865354330708662,C
IMG_0079.bmp,20.4,31.9,22.0,26.964960629921258,C
IMG_0080.bmp,20.2,31.9,21.9,26.234251968503933,C
IMG_0081.bmp,20.4,32.0,21.9,26.93070866141732,C
IMG_0082.bmp,20.2,28.4,21.9,25.107086614173227,C
IMG_0083.bmp,20.2,32.0,21.7,26.00708661417323,C
IMG_0084.bmp,20.4,32.2,21.7,26.811023622047244,C
IMG_0085.bmp,20.1,32.2,21.7,27.293307086614178,C
IMG_0086.bmp,20.2,32.0,21.5,26.19291338582677,C
IMG_0087.bmp,19.9,31.9,22.0,27.081102362204724,C
IMG_0088.bmp,19.9,31.7,21.5,26.729133858267716,C
IMG_0089.bmp,19.9,32.2,21.4,25.75944881889764,C
IMG_0090.bmp,21.7,24.9,22.2,22.783464566929133,C
