image,min_temp,max_temp,center_temp,point_temp,units
IMG_0937.bmp,23.0,25.9,24.9,24.21023622047244,C
IMG_0938.bmp,21.1,29.9,22.6,23.248031496062993,C
IMG_0939.bmp,21.2,30.5,23.8,24.348818897637795,C
IMG_0940.bmp,21.1,30.4,24.7,24.981102362204723,C
IMG_0941.bmp,21.1,31.7,25.4,26.2748031496063,C
IMG_0942.bmp,20.9,32.1,25.9,27.073228346456695,C
IMG_0943.bmp,21.1,31.9,26.7,27.60551181102362,C
IMG_0944.bmp,21.0,31.1,27.5,27.600787401574802,C
IMG_0945.bmp,21.1,31.7,28.4,28.236220472440944,C
IMG_0946.bmp,21.1,31.9,29.2,28.328346456692913,C
IMG_0947.bmp,21.1,32.4,29.2,28.351574803149607,C
IMG_0948.bmp,21.0,32.2,32.2,30.03937007874016,C
IMG_0949.bmp,21.0,32.2,30.0,29.201574803149608,C
IMG_0950.bmp,20.9,32.7,30.5,30.841732283464566,C
IMG_0951.bmp,21.0,33.6,30.5,31.218897637795276,C
IMG_0952.bmp,21.3,33.8,31.4,31.24094488188976,C
IMG_0953.bmp,21.1,34.3,31.0,32.94881889763779,C
IMG_0954.bmp,21.2,34.6,32.9,33.22834645669292,C
IMG_0955.bmp,21.1,34.2,33.0,33.01377952755906,C
IMG_0956.bmp,21.0,35.0,32.0,34.118110236220474,C
IMG_0957.bmp,21.0,35.7,31.4,34.7740157480315,C
IMG_0958.bmp,21.2,34.8,33.2,33.729133858267716,C
